Price,SquareFootage,SchoolRating,RenovationQuality,Garage,CrimeRate,LocalAmenities
148899.3633,677.16,5.72,4.93,0,43.17,6.89
199959.6664,839.67,7.19,3.28,1,33.99,4.02
104435.5011,590.41,8.86,5.51,1,9.41,3.33
184883.8949,925.5,7.17,3.44,1,2.5,6.53
249935.6617,1004.76,3.89,3.56,1,30.1,0.66
387762.1979,938.79,5.71,2.61,0,21.43,6.79
290997.8478,832.82,7.08,3.26,0,27.69,6.5
211992.4724,1164.7,4.79,4.73,0,35.25,3.7
372249.6346,1651.53,5.18,3.4,0,2.02,10.0
224321.015,917.84,6.9,1.66,0,41.45,8.54
404649.8598,1952.95,5.87,7.04,0,18.03,7.0
149241.5454,622.21,5.49,6.73,0,73.07,7.75
146723.0108,843.57,5.9,6.05,0,47.61,9.84
303962.8866,1113.69,8.15,5.29,0,30.4,7.73
267270.4751,1206.92,5.92,5.1,0,55.98,5.38
668529.4837,1135.69,10.0,9.54,0,13.03,7.03
171747.0522,550.0,7.7,2.83,1,3.1,4.6
468140.4991,1074.82,6.33,4.67,1,43.43,8.34
452654.1891,1709.18,10.0,10.0,0,17.32,7.32
194094.7255,992.13,2.56,2.12,0,33.73,5.46
232506.3177,550.0,4.78,2.51,0,1.79,4.67
149161.886,925.54,4.98,3.99,0,36.94,6.17
206938.7614,550.0,6.48,4.23,1,47.21,1.92
271978.4914,550.0,8.51,7.07,0,64.15,5.84
391602.5135,675.22,7.34,4.65,0,5.55,4.79
518804.1995,1218.77,8.17,2.88,1,26.54,10.0
124403.889,1038.58,1.97,2.88,0,45.26,2.43
127115.2583,610.07,6.13,4.33,1,1.46,1.61
801352.1832,1886.86,10.0,6.83,0,19.25,9.12
148770.5336,550.0,9.79,3.67,0,29.27,5.69
452303.4089,922.31,8.57,7.06,1,47.2,10.0
434766.9091,2082.88,7.66,7.42,0,39.72,10.0
445208.1466,2521.89,8.38,4.48,1,56.83,4.22
144709.6254,761.99,6.78,3.99,1,15.11,2.57
364695.618,1346.33,5.89,5.1,1,26.23,7.23
134257.9645,993.75,8.66,6.88,0,46.55,5.32
224973.4118,1474.99,4.92,6.15,1,25.39,0.98
455562.132,1255.38,8.53,6.82,0,54.16,9.91
249253.7187,550.0,7.49,3.17,1,72.06,0.97
389129.4108,1036.98,6.96,5.26,0,30.83,6.14
118738.0677,703.01,5.5,3.75,0,25.89,0.89
185771.2398,1079.72,3.67,2.74,1,82.96,3.49
155684.9643,550.0,3.19,2.35,0,42.44,7.79
290806.1083,550.0,6.09,1.29,0,58.94,5.4
479562.0248,1006.87,7.35,5.15,0,37.78,6.02
138310.3571,873.35,4.49,1.99,1,51.86,3.83
378592.8484,962.85,8.29,4.66,0,18.0,8.63
367059.5017,799.83,10.0,9.62,0,22.93,4.82
297187.7938,1178.14,5.68,4.58,0,64.52,9.78
243836.8679,940.49,5.57,4.35,1,32.99,7.28
182376.0913,777.03,6.98,5.04,0,19.61,9.15
355201.9424,722.72,7.7,2.61,1,67.67,6.57
274638.1222,1154.08,5.16,5.7,0,4.93,6.02
360383.6609,550.0,6.93,5.58,1,10.7,4.83
294966.6083,1202.35,7.67,7.48,0,39.48,7.66
133318.193,1202.25,5.48,2.18,1,4.8,10.0
723129.0195,1258.04,7.59,7.56,1,40.66,6.64
108336.1425,860.71,5.48,2.79,1,45.9,0.12
259240.2072,1639.69,7.03,5.24,0,37.29,5.25
269419.3537,799.4,6.07,2.7,0,0.65,7.0
253572.0031,1247.24,6.53,5.51,1,60.16,5.41
266620.3033,834.4,8.85,4.01,1,13.5,4.88
450947.2108,550.0,9.56,3.69,0,6.52,9.99
353948.1172,1528.58,8.73,5.11,0,29.4,8.84
263236.7492,1255.62,8.68,5.56,0,1.34,6.33
183107.5642,730.03,6.72,5.41,0,71.7,9.48
289564.8079,879.71,10.0,5.86,0,43.92,4.93
390564.6804,726.14,8.58,7.46,0,16.79,8.94
233860.5597,1065.51,4.35,5.37,1,0.77,10.0
313402.4745,820.98,10.0,6.43,1,5.74,9.05
160605.5604,550.0,4.59,3.61,1,35.2,6.98
529170.2351,1506.32,4.33,6.41,0,38.68,10.0
164522.24,550.0,3.46,3.72,1,24.25,4.4
129896.6858,550.0,5.19,2.88,0,34.41,0.2
745956.6345,1835.22,10.0,7.5,1,9.53,10.0
498653.2234,1921.88,7.46,8.52,0,50.88,5.06
266749.8707,829.55,9.02,4.85,0,55.87,4.84
154684.3011,550.0,6.44,4.24,0,90.25,7.62
622546.9995,1314.28,9.13,8.73,0,20.57,10.0
92938.70913,960.39,5.06,4.89,1,48.45,7.54
284055.183,1312.83,8.6,7.31,1,15.58,3.38
261773.5907,1030.86,10.0,6.41,1,42.58,7.28
175921.5956,1372.17,4.37,3.59,0,25.83,7.09
549795.928,1760.77,6.86,5.85,1,46.97,7.28
113545.7587,550.0,4.52,3.49,1,10.16,3.54
138516.6529,912.71,8.33,6.04,0,0.13,5.07
152273.9906,1520.66,6.35,3.9,0,23.12,5.93
154177.1892,550.0,4.73,2.72,0,40.4,6.94
229290.5403,550.0,8.49,6.2,0,49.75,4.02
205876.162,1632.19,7.7,5.87,0,50.26,4.93
189396.4227,1068.86,7.06,3.31,0,10.09,5.69
166401.0351,1573.03,6.87,5.38,1,4.89,5.62
497520.4481,1804.67,6.2,4.2,0,37.4,2.88
215193.788,796.53,7.19,6.62,0,59.31,10.0
113983.8198,594.57,5.52,5.62,1,29.84,2.68
365678.5358,770.63,7.58,6.88,1,29.63,7.85
109758.7827,550.0,6.04,5.2,1,5.95,4.61
208855.8316,1060.69,8.79,2.5,1,65.99,5.97
125451.6749,550.0,3.36,3.35,1,25.25,10.0
137573.1292,572.53,7.45,4.89,1,2.33,2.37
339088.6206,682.53,8.0,6.61,1,37.13,4.53
411131.67,1311.64,8.91,7.23,0,31.42,6.29
614452.2313,601.52,7.3,5.83,0,39.14,6.23
130991.5648,550.0,3.91,1.12,0,31.67,3.19
119043.1142,1328.73,3.7,1.85,0,19.06,5.56
878270.4815,2398.23,9.23,6.04,1,51.98,4.72
197999.7267,1044.25,7.54,2.35,1,29.77,8.75
394010.6991,1627.28,8.04,6.69,1,6.11,6.62
233723.6552,550.0,7.99,4.55,0,26.2,1.54
192421.813,620.94,7.2,7.01,0,37.96,9.38
352245.6365,1352.6,6.6,4.84,1,12.81,4.49
146971.1482,550.0,5.82,5.95,0,68.35,5.34
228320.9626,765.54,8.27,5.43,0,39.42,10.0
392275.602,1760.27,7.01,1.53,1,30.05,9.53
424643.659,1431.14,5.79,4.44,1,52.27,4.78
293436.3778,1402.62,5.27,6.1,0,56.54,5.76
362288.7938,988.77,5.69,4.41,1,24.97,9.54
177051.9426,657.23,3.5,1.24,0,17.02,2.52
327410.5192,1051.52,9.56,4.24,0,50.93,10.0
202333.7397,740.44,7.58,5.88,0,8.61,9.09
237388.69,550.0,5.1,3.26,0,36.44,6.85
148936.4237,550.0,7.99,3.71,0,31.85,9.22
107844.5295,1279.88,6.34,2.22,1,21.61,8.44
382741.1546,1325.82,7.99,4.95,0,1.02,2.12
246889.3273,812.79,6.15,4.85,0,2.81,5.23
465801.9712,645.31,8.88,6.64,0,39.0,9.56
257617.8489,896.2,4.59,4.46,0,49.62,2.59
273513.7158,1604.33,9.26,5.53,1,5.26,4.03
229083.7701,1180.8,6.05,3.81,0,31.35,7.12
317686.7158,1552.76,7.49,6.87,1,36.57,5.82
523759.2625,1346.45,6.58,6.38,1,30.96,2.8
198341.7797,916.71,4.29,3.33,0,28.83,1.44
194915.0189,1030.3,5.41,1.02,1,28.43,5.83
156967.4791,1107.8,5.31,4.43,0,24.96,4.93
246222.2364,911.59,5.42,3.4,0,15.46,8.86
244027.2836,611.52,6.59,3.73,0,52.44,3.77
135637.489,550.0,9.51,6.05,0,4.84,8.36
409150.0566,1050.81,10.0,5.34,0,47.92,2.23
459692.6221,1466.08,8.95,5.9,0,13.91,3.18
441105.0733,2167.29,8.85,8.45,1,11.64,4.13
249996.4094,2061.01,7.61,5.96,0,6.65,8.21
586725.5921,1237.01,10.0,8.26,1,33.33,6.04
438846.4077,733.82,5.8,4.6,0,32.07,1.08
381219.9857,1638.91,7.55,4.46,0,9.47,6.61
354991.1055,925.34,5.93,6.6,1,52.86,5.8
456311.9426,1751.95,9.06,8.17,0,22.74,7.75
250155.1266,583.25,6.63,4.47,0,34.81,6.5
343771.9532,1758.17,9.42,5.74,0,18.38,10.0
95433.65204,550.0,7.51,6.48,1,53.65,10.0
414459.5702,1998.75,9.87,6.36,0,49.96,4.75
330395.2954,761.51,5.09,4.71,0,36.04,8.35
168745.4268,979.38,6.23,2.66,0,21.42,7.53
174594.5713,550.0,4.52,5.36,1,4.63,6.4
286553.1414,550.0,9.5,4.63,0,9.27,5.94
199637.143,550.0,6.03,3.87,0,20.73,3.46
443302.0701,1456.69,5.04,4.39,0,29.04,5.23
137599.9971,550.0,7.9,3.17,0,52.07,5.35
606667.6084,1346.52,7.96,4.9,0,48.47,7.04
504297.1783,1230.72,9.63,7.08,0,16.19,6.48
199781.8604,744.45,2.29,2.85,0,46.56,0.03
413615.4089,1421.91,5.24,5.48,1,42.89,10.0
158526.3876,1384.41,8.76,5.21,0,36.27,9.03
383291.0398,1133.28,9.36,5.43,1,1.68,10.0
194669.4038,550.0,5.33,4.8,0,61.35,10.0
198941.9264,550.0,7.69,9.34,1,21.65,9.89
428612.4647,1472.52,5.96,7.2,0,44.74,8.86
340568.4586,982.87,7.62,5.51,1,17.54,3.37
213153.8592,1161.44,7.1,4.28,0,23.12,5.98
259757.602,1316.69,5.08,4.83,0,36.08,5.73
313336.7835,1204.06,7.31,6.34,0,13.49,7.67
612273.691,1687.73,8.4,3.4,0,22.96,5.3
212058.1,1536.77,9.48,4.68,1,28.63,6.65
439736.5995,1054.45,9.14,7.47,0,43.91,8.14
98929.34482,1236.85,8.2,3.67,0,24.57,3.21
267810.5038,550.0,10.0,5.21,1,14.03,10.0
372049.4141,2336.4,9.94,8.65,1,32.48,8.53
254143.551,1040.24,5.82,3.21,1,37.57,2.87
159151.9278,550.0,6.59,3.8,1,40.49,9.04
377964.1922,550.0,7.28,6.6,0,55.8,6.3
182556.2508,679.78,7.8,5.37,1,15.43,7.13
186119.9462,778.73,5.45,2.9,0,4.07,4.21
586225.2075,1531.42,4.07,6.06,1,10.39,3.31
256531.8918,1065.11,6.85,6.38,0,37.43,8.57
451762.9087,1796.97,7.58,5.16,0,6.03,1.57
172557.2552,1115.34,5.35,3.93,1,32.43,1.74
166197.9713,903.25,6.81,4.22,1,22.78,9.98
130851.447,550.0,5.39,3.01,0,10.2,6.15
279788.7275,1124.58,8.88,6.55,0,38.28,6.6
395372.1412,1744.56,6.2,4.75,1,12.26,6.01
271626.442,1381.83,8.27,7.72,1,6.93,6.65
504576.2147,1536.89,9.39,5.65,0,33.68,4.17
139974.2133,574.97,2.85,1.53,0,14.94,10.0
153573.3276,1199.79,7.65,5.91,1,44.94,5.28
405574.4351,1858.88,6.21,3.97,0,54.62,8.14
179111.0641,1006.58,3.26,5.47,1,12.09,5.28
150183.814,550.0,6.62,5.77,0,46.8,3.86
400419.9643,1212.45,4.74,6.31,0,27.09,3.06
300378.5553,1567.15,7.98,6.21,0,31.82,5.59
102050.3585,550.0,3.56,5.82,0,3.77,2.47
189641.8097,550.0,4.77,1.2,1,5.33,4.99
283619.0625,1761.22,8.58,7.05,0,8.96,8.32
98573.58358,1083.05,6.33,3.52,0,63.97,4.34
146397.9284,603.44,7.61,6.41,1,32.85,7.9
513316.0016,1677.82,10.0,7.04,1,27.46,3.57
263158.5823,696.6,9.38,7.44,0,22.01,8.59
319907.6503,550.0,4.48,3.9,1,34.49,1.95
311596.6105,1106.34,8.13,7.8,1,25.33,8.58
155541.194,550.0,7.72,3.31,0,18.01,9.0
244280.9675,1253.07,9.58,6.18,0,17.68,6.57
203330.5476,800.65,5.8,3.23,0,28.2,7.01
374302.8931,839.76,8.98,6.95,0,47.83,10.0
396881.8974,1535.89,6.6,6.27,0,32.61,3.27
129388.4959,550.0,3.44,2.9,1,36.97,2.6
362671.8785,943.97,2.06,3.93,1,5.9,8.48
487047.1794,1123.12,7.77,6.03,0,22.51,8.36
207873.7325,1055.81,6.14,3.04,0,6.77,5.38
220880.9254,550.0,9.44,4.01,1,0.75,6.39
463283.0445,1056.76,6.68,5.34,0,53.28,4.71
312296.6703,936.96,8.76,3.09,0,64.24,10.0
447821.6703,1637.2,7.01,3.12,0,14.58,1.5
178507.514,1373.52,6.6,4.67,0,40.27,6.25
374159.8778,2004.49,9.39,10.0,1,8.34,10.0
340434.0506,851.21,8.69,4.27,0,28.03,4.52
320987.044,944.88,6.57,3.94,0,34.71,2.46
316909.5352,930.04,5.4,5.01,0,6.47,8.1
192882.8993,550.0,1.55,3.39,0,41.47,5.65
371156.6215,1331.5,6.32,7.18,1,41.94,3.39
134865.951,550.0,7.2,3.0,0,51.75,5.91
123995.3891,1197.81,8.69,3.8,1,2.21,5.78
320724.4831,636.72,5.79,2.29,0,56.71,7.53
151577.0948,550.0,4.81,0.65,0,39.66,6.47
119291.0091,1067.91,8.05,5.93,0,24.54,5.22
124209.0541,985.39,5.94,4.1,0,0.16,6.65
408009.4866,928.36,8.14,4.68,0,3.08,10.0
195361.7896,550.0,6.28,4.23,1,42.22,3.91
205821.4283,861.54,6.29,3.98,0,42.74,5.91
145990.4461,550.0,4.55,1.77,0,1.24,8.24
262097.6178,970.23,2.92,4.87,1,24.83,5.61
202014.9337,661.64,8.38,2.74,1,36.01,5.51
374962.6393,1321.69,8.75,6.73,1,3.26,5.61
254496.9435,550.0,5.97,3.59,1,29.29,2.3
291554.8425,1133.97,5.94,4.88,0,12.98,5.39
274502.3597,550.0,5.31,2.1,1,43.19,0.95
117296.0179,550.0,9.58,2.14,1,42.67,5.49
498427.3212,1593.93,8.9,6.7,0,36.44,6.84
184681.2764,666.73,4.24,4.35,1,30.58,9.26
176903.5143,780.68,7.58,3.91,0,38.73,9.06
312456.8833,709.99,6.29,5.3,0,34.29,7.16
442637.1756,1873.84,7.59,7.16,0,56.02,9.8
151369.7369,727.95,7.2,4.77,1,14.56,2.36
401983.7276,1687.01,8.74,8.62,0,38.76,4.76
157110.9364,636.04,5.68,5.25,0,20.56,10.0
558724.6168,1973.89,10.0,9.21,1,24.1,9.88
151847.9263,719.79,8.38,3.71,0,38.4,2.0
354630.7593,851.58,6.01,3.59,1,5.83,4.08
525579.2303,1656.84,6.93,6.25,1,58.15,9.37
227544.747,1101.67,5.24,3.3,0,7.66,7.49
317614.7678,2525.19,7.05,2.58,0,24.62,9.6
296158.0813,956.69,7.56,7.96,0,25.42,5.79
175781.7126,550.0,5.88,3.21,1,30.07,2.3
681994.9094,1120.64,7.63,5.98,0,75.38,9.63
185347.049,1291.71,4.84,6.18,0,44.88,10.0
138576.4811,774.59,7.43,3.95,1,45.25,4.65
182267.2939,1058.53,9.61,3.25,1,36.62,6.66
314438.3722,550.0,7.8,2.76,1,34.19,5.4
352007.6445,1366.41,8.85,5.8,0,0.58,7.08
102435.3805,550.0,7.93,4.2,1,33.88,0.62
415807.0875,907.46,7.75,6.59,1,34.28,9.99
280770.2438,774.44,7.63,3.73,0,66.5,5.29
366993.5218,916.98,8.37,7.51,0,41.97,7.38
348184.7151,786.24,8.18,4.55,1,3.07,3.25
127136.8774,672.15,6.77,5.96,0,50.53,5.89
184298.8701,690.87,5.43,3.01,0,36.82,4.76
217206.4322,830.78,6.18,3.68,0,39.53,7.87
511810.7553,1024.76,7.54,10.0,0,48.71,6.09
113695.3777,852.57,4.15,1.37,1,33.37,8.76
364078.4836,550.0,7.98,4.59,0,9.69,6.04
832364.5386,1740.47,10.0,9.28,0,13.77,6.76
127203.659,1019.29,5.72,5.16,0,46.16,10.0
108935.8619,988.76,4.69,6.23,0,20.57,2.9
445000.4992,889.12,6.98,7.31,1,20.27,9.43
293872.7446,1264.37,9.32,5.95,0,45.01,6.98
197747.4995,724.79,4.96,4.68,1,34.78,0.07
257055.2759,937.88,7.54,6.64,0,17.61,10.0
237342.1587,1043.84,6.08,4.1,1,9.98,7.37
356616.8564,1645.41,7.46,6.96,1,24.92,7.17
286606.7534,877.48,7.52,4.93,0,41.36,6.28
188922.9338,1117.43,7.09,3.7,0,32.53,10.0
572351.0022,1262.21,7.34,3.16,1,24.68,5.94
498276.9679,1407.15,9.02,6.65,0,35.0,8.73
112953.986,1122.06,4.05,3.38,1,56.0,6.72
262995.1233,1530.0,6.05,4.38,1,17.62,3.8
319119.9513,550.0,5.62,1.97,0,47.79,4.33
380442.7325,1185.79,5.6,3.26,1,28.16,6.21
251297.1141,1417.6,5.95,4.39,0,40.21,4.47
233917.4045,1203.14,7.5,5.93,0,19.55,3.93
599447.9391,1280.65,7.75,10.0,0,59.78,6.66
301303.5642,787.47,7.48,6.1,1,4.72,5.51
428460.5792,1818.24,9.09,6.91,0,44.36,4.49
173670.6252,550.0,6.03,6.84,1,21.85,5.33
385058.7875,1712.72,9.85,7.96,0,27.9,9.35
477183.1747,1701.34,7.52,6.46,0,57.15,7.47
89280.14708,550.0,4.78,0.14,0,15.87,5.69
340631.8618,980.86,5.76,3.15,0,31.73,7.36
179304.2649,1073.25,5.76,3.14,1,25.57,0.49
237289.5945,1343.88,9.5,7.63,0,5.55,3.54
652006.0813,550.0,5.82,7.01,0,25.76,6.16
413974.069,550.0,6.88,7.89,1,1.83,6.72
559270.6017,927.23,8.27,7.94,1,16.65,10.0
434388.6594,851.92,5.08,2.03,0,12.62,5.77
98435.51986,550.0,5.88,2.59,0,30.09,5.23
208455.2275,807.07,4.76,4.07,1,63.34,9.1
168204.3647,550.0,6.06,4.15,0,27.01,5.81
125547.0981,697.91,5.06,3.6,1,1.36,3.11
122939.5759,550.0,5.83,4.33,0,42.87,3.47
380060.4449,723.46,9.73,7.21,0,53.44,7.97
150126.3934,1002.82,8.51,4.15,0,10.88,0.29
244632.8005,1091.18,5.71,4.51,0,43.88,6.21
355192.0153,1615.16,10.0,4.41,0,35.01,10.0
764946.4291,2161.12,8.22,8.37,0,31.7,1.02
300974.5539,1258.83,6.09,5.2,0,42.24,4.33
392990.4556,1203.36,6.5,6.52,0,39.23,3.97
154546.2588,792.58,5.78,5.13,1,42.24,5.93
320403.0603,915.16,6.91,3.88,0,42.14,4.53
247071.616,800.99,5.63,1.42,1,37.22,4.47
152006.1057,550.0,4.54,1.83,1,52.78,6.12
160522.178,550.0,6.33,3.79,1,24.7,3.73
176525.3283,1095.53,7.47,3.8,1,38.92,5.31
195540.0416,1950.12,8.92,6.19,0,53.97,4.38
301183.2875,1314.37,7.93,5.86,0,46.93,5.96
354961.7707,2170.18,8.43,4.58,0,4.33,6.33
336337.8924,651.31,5.72,6.07,0,47.49,6.91
523767.7046,1489.93,9.13,8.4,1,24.76,6.56
259399.4509,557.97,6.14,6.31,1,13.79,5.77
411710.1671,634.81,8.15,7.73,0,36.13,10.0
173493.5874,1241.41,6.49,7.61,0,71.69,10.0
704512.7722,1939.46,7.65,4.95,1,13.31,7.5
392351.1221,1114.83,7.03,5.14,0,17.94,6.34
253414.7142,870.74,6.79,4.01,1,13.34,10.0
297752.7272,1994.58,4.73,3.33,0,1.9,9.6
108074.4061,613.32,4.37,0.12,1,61.27,9.0
180250.0277,1238.69,9.97,6.95,0,17.08,0.4
104735.1932,550.0,3.79,4.98,1,37.68,6.17
144701.5746,638.03,8.44,3.28,1,33.65,4.85
261299.0612,876.01,8.2,7.93,0,7.12,7.25
131803.1407,550.0,4.63,3.66,0,18.64,6.15
562084.7515,915.54,6.79,6.11,1,13.59,9.67
252574.0625,1689.01,5.88,5.85,0,46.98,5.91
380252.3536,1190.82,9.99,7.55,0,35.55,3.66
208326.869,1277.39,8.88,4.78,1,66.94,8.13
209281.8858,795.02,6.88,3.73,1,39.19,2.78
233132.906,1044.95,10.0,6.75,1,44.45,5.69
348803.1786,1508.69,6.24,7.58,0,9.35,7.01
117948.9736,876.96,3.98,4.44,0,31.79,8.07
246561.5892,992.99,8.33,4.19,0,20.24,7.1
136448.261,550.0,1.8,4.31,0,32.15,5.72
372135.818,816.3,6.85,6.44,0,41.32,10.0
373527.7319,1065.39,8.44,5.3,0,55.28,4.81
174835.0863,661.34,5.52,4.13,0,44.51,5.24
659953.378,1239.61,8.2,6.15,0,35.62,7.05
219875.8803,574.93,5.85,2.16,1,37.67,8.86
135815.7113,550.0,5.45,4.67,0,40.74,1.06
168127.408,550.0,6.45,4.09,0,19.08,4.77
359337.9394,1540.63,8.8,7.02,1,7.57,9.43
373653.4927,959.09,5.63,6.29,1,36.75,8.51
214713.2961,1503.95,1.57,2.84,0,64.63,6.53
235908.2389,1162.7,4.35,5.43,0,30.6,7.35
214448.7043,909.24,4.53,5.59,1,44.97,3.91
284128.3875,550.0,5.09,4.2,0,22.01,5.98
114219.9196,1168.01,7.69,4.6,0,80.41,6.1
502261.871,1801.97,7.3,5.21,0,28.16,8.11
412373.3986,1278.96,4.29,4.56,0,36.19,3.8
245825.9151,550.0,7.23,5.18,0,20.61,9.66
497794.5131,1411.82,8.66,2.79,0,53.04,4.11
181909.8306,550.0,4.92,1.41,0,28.22,6.3
327626.1061,771.18,4.5,5.43,0,57.62,10.0
364630.6228,734.98,5.29,5.59,1,24.24,5.0
323895.5717,550.0,8.6,6.14,1,43.0,3.6
545431.7818,1523.24,8.57,9.32,0,26.5,7.31
194015.63,1348.9,5.09,5.14,1,52.42,8.63
579001.6333,1531.71,9.45,5.92,0,40.63,7.73
105922.2442,550.0,5.63,1.27,0,50.25,6.83
351781.2559,736.85,7.3,3.65,1,21.38,4.95
337584.6674,1343.92,6.56,5.36,1,70.11,6.56
215794.7062,550.0,7.16,3.98,0,52.6,3.32
343701.8081,1147.95,5.72,7.57,0,1.1,5.69
570090.1058,1676.09,9.76,6.21,1,36.22,2.09
139107.5279,1159.37,8.61,6.77,0,42.57,6.48
332189.1019,1179.79,8.67,7.78,1,33.95,7.88
136278.2019,1127.11,6.04,2.72,0,22.18,7.09
572701.7326,1405.88,6.38,6.09,0,34.9,6.68
410816.4987,1877.32,7.77,4.08,0,33.74,5.17
287015.2723,1674.51,6.35,5.91,0,49.99,4.43
149578.8484,883.95,5.07,2.96,1,59.13,7.5
293775.3439,1128.8,4.06,3.72,0,25.33,10.0
308470.7357,550.0,8.7,4.21,0,41.9,5.98
216757.3556,1404.98,8.32,4.88,1,12.46,3.88
401205.3247,1418.41,4.56,0.38,0,35.01,0.97
324846.9354,716.61,8.32,4.99,0,6.22,6.38
88580.3812,1205.99,7.33,4.2,1,9.83,3.89
200630.6172,598.13,7.38,5.34,0,24.14,6.78
544311.6782,1659.9,9.81,8.44,0,32.54,7.65
216365.0686,1002.01,6.24,1.75,0,19.42,5.28
653150.7907,1372.58,9.14,6.37,0,2.82,5.66
265278.7319,1320.1,6.06,6.34,1,25.26,5.52
474283.5348,1613.99,8.09,10.0,1,18.35,6.34
416237.8512,752.37,5.69,4.55,1,21.01,7.71
175214.5163,550.0,4.38,3.07,1,24.87,6.8
230285.191,1314.72,7.73,5.32,1,69.8,2.0
190132.4176,550.0,6.18,3.18,0,33.92,9.31
601100.0146,612.06,5.32,5.34,0,26.02,1.28
113820.1259,550.0,6.45,3.58,1,27.16,5.47
476215.8951,995.2,10.0,6.87,0,21.2,7.71
279061.4155,1433.13,5.97,4.41,0,42.44,2.93
313705.9364,1327.56,7.79,5.28,0,72.13,8.12
175174.4727,601.5,4.73,0.64,0,57.05,3.19
326000.9774,1491.94,6.05,5.26,1,52.34,4.23
486386.3734,1488.2,8.47,7.47,0,18.47,8.07
792610.5784,1575.64,6.93,6.81,0,39.77,6.49
168100.8249,828.83,3.09,4.78,0,39.8,1.58
165950.2086,1202.15,5.92,5.85,1,49.62,7.3
461043.3516,1017.82,8.35,7.13,0,24.67,4.67
257123.6481,550.0,4.5,1.31,1,44.9,9.64
301953.5935,1411.35,8.51,2.33,0,46.86,1.34
120950.5722,550.0,2.48,2.6,0,8.52,6.49
488872.2089,1383.97,10.0,8.55,0,25.34,6.2
436711.6125,1899.29,10.0,6.84,0,12.78,6.21
336669.2537,1105.63,7.28,6.36,0,6.11,8.64
324596.3112,597.29,8.66,5.5,0,35.37,7.64
448803.6599,2157.15,5.32,3.78,1,8.59,4.62
203979.1343,1085.16,3.71,7.24,1,69.14,5.65
166979.9417,1074.05,6.79,5.01,0,36.09,7.48
288443.5405,1409.85,8.1,5.82,0,48.42,2.13
127273.3566,554.26,2.04,2.65,0,55.84,1.61
176690.5179,550.0,7.81,3.38,1,44.7,8.1
565634.5769,1635.03,9.11,7.14,1,58.93,9.91
145554.5086,772.67,6.88,5.14,1,41.31,1.8
214365.1076,550.0,4.43,1.37,0,10.91,4.05
136881.3897,550.0,7.52,4.98,0,24.9,5.01
149750.1131,1039.02,6.23,4.21,1,42.36,5.19
380782.1881,1523.56,8.34,5.17,1,39.7,7.77
159467.8898,604.7,4.65,4.1,0,23.05,9.77
342763.2987,1345.29,10.0,6.83,0,46.43,10.0
165109.7744,550.0,6.0,4.71,0,35.81,6.68
389062.31,733.04,8.26,5.96,1,42.67,3.15
501007.4446,1625.37,5.71,6.69,0,49.12,7.07
394038.3909,1226.96,7.7,7.96,1,14.93,9.67
179707.2477,550.0,7.81,1.46,0,17.19,3.03
181878.1121,803.66,9.09,7.63,1,37.51,6.86
212495.787,1114.92,8.19,4.43,0,30.82,1.51
203289.7325,909.57,8.84,5.69,1,9.5,5.56
345892.9122,1138.59,5.35,4.89,1,32.34,4.03
233534.837,1332.25,8.77,5.52,1,26.55,10.0
273089.5777,936.61,9.22,4.13,1,23.1,9.19
297860.9724,1976.27,7.76,5.82,1,45.27,8.77
317966.9791,965.41,10.0,2.92,0,19.82,7.6
111788.6598,739.26,3.37,1.51,0,20.04,7.4
213919.6444,1067.23,8.64,8.26,0,16.82,5.46
239397.9238,1734.13,8.69,2.03,0,38.08,9.7
348991.4784,1398.64,10.0,7.43,0,24.14,8.36
299649.7369,1001.99,6.2,5.54,0,16.42,10.0
247871.7929,550.0,3.83,6.79,0,49.92,10.0
167293.5054,550.0,4.75,1.44,1,31.58,3.35
475523.4029,1496.88,10.0,7.48,1,28.01,5.88
254732.3594,1459.44,5.93,4.8,1,23.28,3.2
161850.87,550.0,4.93,4.48,0,20.6,4.76
219969.8851,1080.68,3.95,4.23,0,41.76,7.62
387469.6642,1641.08,7.17,2.76,0,3.8,2.15
251114.3834,1487.28,7.12,6.06,0,15.28,8.25
270401.0649,2093.21,7.55,3.74,0,64.46,9.72
273012.2059,756.26,7.4,5.6,1,37.59,5.61
531828.5757,898.96,8.47,6.62,0,40.34,7.65
379489.2465,1331.4,6.0,6.84,0,8.65,8.13
343577.4217,1206.11,7.68,3.89,0,40.39,3.26
136933.4009,758.38,6.12,4.26,0,29.55,2.26
178009.8491,1052.32,5.74,3.53,1,28.25,7.43
474269.9146,1211.64,7.93,8.03,0,60.6,8.34
219968.9935,550.0,5.93,6.8,0,7.5,8.21
162547.0472,550.0,7.24,3.54,1,11.54,2.7
560479.0962,1596.29,6.05,6.68,0,36.79,4.16
142984.178,550.0,5.04,0.83,0,38.5,5.93
160415.9956,995.09,8.05,6.7,0,0.57,6.92
218627.8816,931.9,6.3,1.98,1,14.69,4.53
346591.1288,2187.19,8.39,5.92,0,17.14,7.69
488214.642,2299.19,7.01,5.18,0,36.45,9.06
113736.8159,550.0,3.98,3.88,0,59.71,0.22
336955.922,1198.87,6.92,6.37,0,18.69,2.45
209866.2322,1030.2,6.35,2.55,0,40.06,3.74
113274.4777,944.74,8.52,2.93,0,18.89,7.81
499032.2694,550.0,6.76,5.39,1,29.46,7.1
357035.4249,1201.84,5.15,7.79,1,49.9,8.87
